book_id,goodreads_book_id,authors,original_publication_year,title,language_code
5397,192341,Gigi Levangie Grazer,2005.0,The Starter Wife,
5398,167010,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003.0,"Fables, Vol. 2: Animal Farm",eng
5399,464260,"James     Baldwin, Kıvanç Güney",1963.0,The Fire Next Time,eng
5400,191117,Mo Willems,2006.0,Don't Let the Pigeon Stay Up Late!,eng
5401,22358,"Grant Morrison, Frank Quitely",2005.0,We3,eng
5402,93731,Meg Cabot,2003.0,"Princess in Pink (The Princess Diaries, #5)",eng
5403,2051840,Ellen Schreiber,2008.0,"The Coffin Club (Vampire Kisses, #5)",eng
5404,11376,Sinclair Lewis,1920.0,Main Street,eng
5405,20829994,"Rick Riordan, John Rocco",2014.0,Percy Jackson's Greek Gods (A Percy Jackson and the Olympians Guide),eng
5406,16178,Catherine Gilbert Murdock,2006.0,"Dairy Queen (Dairy Queen, #1)",eng
5407,10756240,Michael Chabon,2012.0,Telegraph Avenue,eng
5408,5764902,Karin Slaughter,2009.0,"Undone (Will Trent, #3)",eng
5409,23014670,Erika Swyler,2015.0,The Book of Speculation,eng
5410,6726595,Laurell K. Hamilton,2009.0,"Flirt (Anita Blake, Vampire Hunter #18)",eng
5411,59825,Nora Roberts,1998.0,"Inner Harbor (Chesapeake Bay Saga, #3)",eng
5412,6559316,Christopher Moore,2010.0,"Bite Me (A Love Story, #3)",eng
5413,228765,Frederick Franck,1973.0,Zen of Seeing: Seeing/Drawing as Meditation,
5414,147843,Kristen Britain,1998.0,"Green Rider (Green Rider, #1)",eng
5415,61942,Anne McCaffrey,1968.0,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",
5416,18079683,Helen Oyeyemi,2013.0,"Boy, Snow, Bird",eng
5417,64860,Sue Grafton,1988.0,"E is for Evidence (Kinsey Millhone, #5)",
5418,9628743,David  Brooks,2011.0,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",eng
5419,7140754,Ian McEwan,2010.0,Solar,eng
5420,61539,Thomas S. Kuhn,1962.0,The Structure of Scientific Revolutions,eng
5421,44001,Andrea Levy,2004.0,Small Island,eng
5422,28220985,Louise Penny,2016.0,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",eng
5423,43327,Sidney Sheldon,2000.0,The Sky is Falling,eng
5424,255127,Peter M. Senge,1990.0,The Fifth Discipline: The Art & Practice of The Learning Organization,
5425,30672,"Arthur Koestler, Daphne Hardy",1940.0,Darkness at Noon,eng
5426,8341567,Jaci Burton,2011.0,"The Perfect Play (Play by Play, #1)",eng
5427,763047,Jane Green,1997.0,Straight Talking,
5428,112292,Jack Campbell,2006.0,"Dauntless (The Lost Fleet, #1)",
5429,61886,Lois McMaster Bujold,2000.0,"The Curse of Chalion (World of the Five Gods, #1)",eng
5430,80534,Elizabeth Flock,2005.0,Me & Emma,
5431,114187,Nora Roberts,2002.0,"Chesapeake Blue (Chesapeake Bay Saga, #4)",eng
5432,6472451,Malinda Lo,2009.0,Ash,eng
5433,6489529,Bernard Cornwell,2009.0,"The Burning Land (The Saxon Stories, #5)",eng
5434,199687,Megan McCafferty,2003.0,"Second Helpings (Jessica Darling, #2)",eng
5435,134360,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",1972.0,Diane Arbus: Monograph,
5436,253106,Carolyn Mackler,2003.0,"The Earth, My Butt, and Other Big Round Things",eng
5437,12194,Joseph Conrad,1900.0,Lord Jim,eng
5438,225545,Leo Lionni,1975.0,A Color of His Own,
5439,79257,Neil Gaiman,1987.0,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,eng
5440,542752,Andrew Clements,2002.0,"Things Not Seen (Things, #1)",eng
5441,19747756,"Frank E. Peretti, Ted Dekker",2006.0,House,eng
5442,13638125,"V.E. Schwab, Victoria Schwab",2013.0,"Vicious (Villains, #1)",eng
5443,41706,Clive Cussler,1976.0,"Raise the Titanic! (Dirk Pitt, #4)",eng
5444,45432,Eoin Colfer,2004.0,The Supernaturalist,eng
5445,199782,Meg Cabot,2007.0,"Queen of Babble in the Big City (Queen of Babble, #2)",eng
5446,420404,Dr. Seuss,1958.0,Yertle the Turtle and Other Stories,eng
5447,13628812,Camron Wright,2012.0,The Rent Collector,eng
5448,19661,Rohinton Mistry,2001.0,Family Matters,eng
5449,132900,Harvey Karp,2002.0,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,eng
5450,20803962,"Penelope Douglas, Nelson Hobbs",2013.0,"Until You (Fall Away, #1.5)",
5451,6765740,Dee Lestari,2004.0,Perahu Kertas,ind
5452,1025250,Gordon Korman,2000.0,Schooled,eng
5453,13193855,"Dallas Hartwig, Melissa Hartwig",2012.0,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,eng
5454,430968,Ted Kerasote,2007.0,Merle's Door: Lessons from a Freethinking Dog,eng
5455,141372,Gary Paulsen,1996.0,"Brian's Winter (Brian's Saga, #3)",eng
5456,11208,Julia Alvarez,1991.0,How the García Girls Lost Their Accents ,eng
5457,17558817,"J. Lynn, Jennifer L. Armentrout",2014.0,"Be with Me (Wait for You, #2)",eng
5458,372319,Louisa May Alcott,1886.0,"Jo's Boys (Little Women, #3)",eng
5459,29430007,Harlan Coben,2016.0,Home (Myron Bolitar #11),eng
5460,38502,Charles Bukowski,1969.0,Notes of a Dirty Old Man,eng
5461,13505130,"Jussi Adler-Olsen, K.E. Semmel",2008.0,"The Absent One (Department Q, #2)",eng
5462,16171272,James McBride,2013.0,The Good Lord Bird,eng
5463,24963,Susan Cooper,1974.0,"Greenwitch (The Dark Is Rising, #3)",eng
5464,30065,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006.0,"The Walking Dead, Vol. 05: The Best Defense",eng
5465,321645,Elizabeth Chandler,1995.0,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",eng
5466,18053782,Abbi Glines,2014.0,"Take a Chance (Rosemary Beach, #7; Chance, #1)",eng
5467,9975779,Daniel Silva,2011.0,"Portrait of a Spy (Gabriel Allon, #11)",eng
5468,501124,Kate Atkinson,2006.0,"One Good Turn (Jackson Brodie, #2)",eng
5469,768878,Clive Barker,2002.0,"Abarat (Abarat, #1)",eng
5470,35816,Arthur C. Clarke,1987.0,"2061: Odyssey Three (Space Odyssey, #3)",eng
5471,84525,"Marshall Goldsmith, Mark Reiter",2007.0,What Got You Here Won't Get You There: How Successful People Become Even More Successful,
5472,7187395,Richard Paul Evans,2010.0,"The Walk (The Walk, #1)",eng
5473,6619499,Claudia Gray,2011.0,"Afterlife (Evernight, #4)",eng
5474,411527,Nick Hornby,2007.0,Slam,eng
5475,9943270,Robin LaFevers,2013.0,"Dark Triumph (His Fair Assassin, #2)",eng
5476,18263725,Kwame Alexander,2014.0,The Crossover,eng
5477,1464757,Andrea Hirata,2007.0,"Edensor (Tetralogi Laskar Pelangi, #3)",ind
5478,139087,Alan Hollinghurst,2004.0,The Line of Beauty,eng
5479,9792287,Susanna Kearsley,2011.0,The Rose Garden,eng
5480,65684,Frank E. Peretti,2005.0,Monster,eng
5481,93795,Daniel Silva,2002.0,"The English Assassin (Gabriel Allon, #2)",eng
5482,24475,Chuck Klosterman,2006.0,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,eng
5483,48019,Peter F. Drucker,1966.0,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),
5484,23093359,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014.0,"The Wicked + The Divine, Vol. 1: The Faust Act",eng
5485,17797381,Dean Koontz,2013.0,Innocence,eng
5486,988950,John Sandford,2004.0,"Dark of the Moon (Virgil Flowers, #1)",eng
5487,343614,"Esther Hicks, Jerry Hicks",2006.0,The Law of Attraction: The Basics of the Teachings of Abraham,
5488,16150831,Alexandra Bracken,2014.0,"In The Afterlight (The Darkest Minds, #3)",eng
5489,12637490,Aimee Carter,2012.0,"Goddess Interrupted (Goddess Test, #2)",eng
5490,280277,"Holly Black, Tony DiTerlizzi",2003.0,"Lucinda's Secret (The Spiderwick Chronicles, #3)",eng
5491,568476,"Beverly Cleary, Tracy Dockray",1950.0,"Henry Huggins (Henry Huggins, #1)",eng
5492,906541,"Russell Hoban, Garth Williams",1960.0,Bedtime for Frances,eng
5493,328802,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981.0,Totto-chan: The Little Girl at the Window,eng
5494,22055283,Joe Abercrombie,2015.0,"Half the World (Shattered Sea, #2)",eng
5495,10669,Roger Lowenstein,2000.0,When Genius Failed: The Rise and Fall of Long-Term Capital Management,eng
5496,44905,Natalie Goldberg,1986.0,Writing Down the Bones: Freeing the Writer Within,eng
5497,8963,Darren Shan,2002.0,"Hunters of the Dusk (Cirque Du Freak, #7)",
5498,28695,Tad Williams,1996.0,"City of Golden Shadow (Otherland, #1)",eng
5499,140097,Charlaine Harris,2007.0,"An Ice Cold Grave (Harper Connelly, #3)",eng
5500,337058,Katherine Paterson,1980.0,Jacob Have I Loved,eng
5501,7134201,"James Patterson, Liza Marklund",2010.0,The Postcard Killers,eng
5502,8230409,"Julietta Suzuki, Tomo Kimura",2008.0,"Kamisama Kiss, Vol. 1",eng
5503,23587984,Colleen Hoover,2014.0,"Maybe Not (Maybe, #1.5)",eng
5504,147801,D.J. MacHale,2004.0,"Black Water (Pendragon, #5)",eng
5505,121648,Agatha Christie,1942.0,"Five Little Pigs (Hercule Poirot, #24)",eng
5506,9265453,China Miéville,2011.0,Embassytown,eng
5507,15752,Dean Koontz,2002.0,By the Light of the Moon,
5508,3581,Arthur Conan Doyle,1927.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I",eng
5509,246225,Dorothy L. Sayers,1930.0,"Strong Poison (Lord Peter Wimsey, #6)",eng
5510,77281,Gary Larson,1984.0,The Far Side Gallery,eng
5511,13581990,Julie Kagawa,2013.0,"The Eternity Cure (Blood of Eden, #2)",eng
5512,238125,J.D. Robb,1998.0,"Holiday in Death (In Death, #7)",eng
5513,16090981,Tarryn Fisher,2013.0,"Thief (Love Me with Lies, #3)",eng
5514,166562,Aron Ralston,2004.0,Between a Rock and a Hard Place,eng
5515,618177,David Gemmell,1984.0,"Legend (The Drenai Saga, #1)",eng
5516,11737313,Sheila Turnage,2012.0,"Three Times Lucky (Tupelo Landing, #1)",eng
5517,23223,Meg Cabot,2004.0,"Every Boy's Got One (Boy, #3)",eng
5518,231585,Ann Rule,1987.0,Small Sacrifices: A True Story of Passion and Murder,eng
5519,25430584,Chris Bohjalian,2016.0,The Guest Room,eng
5520,8044557,"Avery Monsen, Jory John",2010.0,All My Friends Are Dead,eng
5521,617526,Matthew Reilly,2007.0,"The Six Sacred Stones (Jack West Jr, #2)",eng
5522,534733,Nora Roberts,1998.0,"Rising Tides (Chesapeake Bay Saga, #2)",eng
5523,2879,Tite Kubo,2004.0,"Bleach, Volume 15",eng
5524,35488,"Johnny Cash, Patrick   Carr",1997.0,Cash,eng
5525,115130,Sidney Sheldon,1976.0,A Stranger In The Mirror,eng
5526,13067,Carl Hiaasen,2005.0,Flush,eng
5527,781787,"Isak Dinesen, Karen Blixen",1937.0,Out of Africa,eng
5528,57951,Robert Crais,2007.0,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",eng
5529,13530973,Nassim Nicholas Taleb,2012.0,Antifragile: Things That Gain from Disorder,eng
5530,16122163,Molly McAdams,2012.0,"From Ashes (From Ashes, #1)",eng
5531,13259270,Sam Harris,2012.0,Free Will,eng
5532,24529123,Marieke Nijkamp,2016.0,This Is Where It Ends,eng
5533,793399,Rachel Vincent,2007.0,"Stray (Shifters, #1)",eng
5534,2285777,Elin Hilderbrand,2008.0,A Summer Affair,
5535,13262061,Rebecca Stead,2012.0,Liar & Spy,eng
5536,7993,"Brian Jacques, Gary Chalk",1991.0,"Mariel of Redwall (Redwall, #4)",
5537,5752,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,eng
5538,866136,Peter F. Hamilton,2007.0,The Dreaming Void,eng
5539,5135798,Meg Cabot,2009.0,"Being Nikki (Airhead, #2)",eng
5540,104837,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0,Antony and Cleopatra,eng
5541,303472,Margaret Peterson Haddix,2001.0,"Among the Impostors (Shadow Children, #2)",eng
5542,7775611,Christopher Pike,2010.0,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",eng
5543,169331,Zane,1998.0,Addicted,eng
5544,10677277,Kristen Simmons,2012.0,"Article 5 (Article 5, #1)",eng
5545,28212,"Randy Shilts, William Greider",1987.0,"And the Band Played On: Politics, People, and the AIDS Epidemic",
5546,17930773,Laurelin Paige,2013.0,"Found in You (Fixed, #2)",eng
5547,1928873,Lara Adrian,2008.0,"Midnight Rising (Midnight Breed, #4)",eng
5548,21719,Karin Slaughter,2002.0,"Kisscut (Grant County, #2)",eng
5549,11266880,"Miranda July, Brigitte Sire",2011.0,It Chooses You,eng
5550,50275,"Hubert Selby Jr., Gilbert Sorrentino",1964.0,Last Exit to Brooklyn,eng
5551,53969,"Mario Vargas Llosa, Edith Grossman",2000.0,The Feast of the Goat,eng
5552,318404,Jordan Sonnenblick,2004.0,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",eng
5553,21412400,Miranda July,2015.0,The First Bad Man,eng
5554,28698,Tad Williams,1993.0,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",eng
5555,17204860,Jay Crownover,2013.0,"Jet (Marked Men, #2)",eng
5556,3656,John Banville,2005.0,The Sea,eng
5557,18656055,"James Patterson, David Ellis",2014.0,Invisible,eng
5558,32434,Dean Koontz,1993.0,Mr. Murder,eng
5559,6933876,Gail Carriger,2010.0,"Changeless (Parasol Protectorate, #2)",eng
5560,185253,L.E. Modesitt Jr.,1991.0,The Magic of Recluce (The Saga of Recluce #1),eng
5561,71771,John Jakes,1974.0,"The Bastard (Kent Family Chronicles, #1)",eng
5562,13330370,Ben H. Winters,2012.0,"The Last Policeman (The Last Policeman, #1)",eng
5563,93269,George R. Stewart,1949.0,Earth Abides,eng
5564,136636,"Douglas Preston, Lincoln Child",1999.0,Thunderhead,eng
5565,8966,Darren Shan,2002.0,"Allies of the Night (Cirque du Freak, #8)",
5566,9637479,Thea Harrison,2011.0,"Dragon Bound (Elder Races, #1)",eng
5567,77395,L.M. Montgomery,1919.0,"Rainbow Valley (Anne of Green Gables, #7)",eng
5568,10574,Stephen King,2005.0,The Colorado Kid (Hard Case Crime #13),eng
5569,351064,"Diane Mowat, W.W. Jacobs",1902.0,The Monkey's Paw (Oxford Bookworms),eng
5570,6554,John Saul,1991.0,Darkness,
5571,260791,"Jerry Bridges, Foster W. Cline, Jim Fay",1978.0,The Pursuit of Holiness,eng
5572,674220,Lisa Kleypas,2004.0,"Again the Magic (Wallflowers, #0)",eng
5573,104219,Anne Rivers Siddons,1998.0,Low Country,eng
5574,7558747,Jennifer Donnelly,2010.0,Revolution,eng
5575,60229,Eric S. Nylund,2001.0,Halo: The Fall of Reach,eng
5576,13241659,Kim Harrison,2013.0,"Ever After (The Hollows, #11)",eng
5577,455764,Frank De Felitta,1975.0,Audrey Rose,
5578,28251002,Nathan  Hill,2016.0,The Nix,eng
5579,9436632,Sophie Jordan,2011.0,"Vanish (Firelight, #2)",eng
5580,24494,Bill Watterson,1989.0,The Calvin and Hobbes Lazy Sunday Book,eng
5581,48037,J. Sheridan Le Fanu,1872.0,Carmilla,eng
5582,47619,Garth Nix,2004.0,"Drowned Wednesday (The Keys to the Kingdom, #3)",eng
5583,82434,Melina Marchetta,2003.0,Saving Francesca,eng
5584,13345975,K.A. Linde,2012.0,"Avoiding Commitment (Avoiding, #1)",eng
5585,13521399,"James Patterson, Maxine Paetro",2012.0,"Confessions of a Murder Suspect (Confessions, #1)",eng
5586,156529,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005.0,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",eng
5587,2017056,Chris Bohjalian,2008.0,Skeletons at the Feast,
5588,643962,Sue Grafton,1994.0,"L is for Lawless (Kinsey Millhone, #12)",
5589,69392,Jerry Spinelli,2003.0,Milkweed,eng
5590,181601,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Give a Pig a Party,
5591,22326,William Gibson,1993.0,"Virtual Light (Bridge, #1)",eng
5592,6404621,Craig Ferguson,2009.0,American on Purpose: The Improbable Adventures of an Unlikely Patriot,eng
5593,3240483,Michael J. Fox,2008.0,Always Looking Up: The Adventures of an Incurable Optimist,eng
5594,6584134,Sarah MacLean,2010.0,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",eng
5595,12888599,Charlotte Rogan,2012.0,The Lifeboat,eng
5596,538845,"Henryk Sienkiewicz, W.S. Kuniczak",1895.0,Quo Vadis,eng
5597,16068780,Amy Ewing,2014.0,"The Jewel (The Lone City, #1)",eng
5598,312043,Chris d'Lacey,2001.0,"The Fire Within (The Last Dragon Chronicles, #1)",eng
5599,13815,"Raymond E. Feist, Janny Wurts",1990.0,"Servant of the Empire (The Empire Trilogy, #2)",eng
5600,2195309,Nora Roberts,2008.0,"The Hollow (Sign of Seven, #2)",eng
5601,770038,"Deborah Guarino, Steven Kellogg",1989.0,Is Your Mama a Llama?,
5602,22540125,Anna Todd,2013.0,"After We Collided (After, #2)",eng
5603,13331184,Jacob Tomsky,2012.0,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",
5604,38855,Tony Horwitz,1998.0,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng
5605,12924261,David Wong,2012.0,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",eng
5606,342637,"Robert Descharnes, Gilles Néret",1994.0,Dali: The Paintings,
5607,144791,Matthew Reilly,2005.0,"Seven Deadly Wonders (Jack West Jr, #1)",eng
5608,7202825,Cherrie Lynn,2009.0,"Unleashed (Ross Siblings, #1)",eng
5609,30224,Laurell K. Hamilton,2006.0,"Mistral's Kiss (Merry Gentry, #5)",eng
5610,1044141,Stephen R. Covey,,The 8th Habit: From Effectiveness to Greatness,eng
5611,4497978,Larissa Ione,2009.0,Desire Unchained (Demonica #2),eng
5612,21323,"Dean Koontz, Leigh Nichols",2000.0,Cold Fire / Hideaway / The Key to Midnight,eng
5613,7617119,Dan Wells,2009.0,"I Am Not A Serial Killer (John Cleaver, #1)",eng
5614,23492613,Laura Dave,2015.0,Eight Hundred Grapes,
5615,84022,Fannie Flagg,1998.0,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",eng
5616,23966,Irvine Welsh,1998.0,Filth,eng
5617,47076,Lori Lansens,2005.0,The Girls,eng
5618,28686830,Janet Evanovich,2016.0,"Turbo Twenty-Three (Stephanie Plum, #23)",eng
5619,30347,Sandra Brown,1999.0,The Alibi,eng
5620,12408149,Wiley Cash,2012.0,A Land More Kind Than Home,eng
5621,233722,Ann M. Martin,1986.0,"Kristy's Great Idea (The Baby-Sitters Club, #1)",eng
5622,12107920,Roland Smith,2012.0,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",
5623,17704902,Sheri  Fink,2013.0,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,eng
5624,52415,"Henning Mankell, Steven T. Murray",1996.0,"The Fifth Woman (Kurt Wallander, #6)",eng
5625,2845287,Sarah Vowell,2008.0,The Wordy Shipmates,eng
5626,780581,"Guy de Maupassant, Douglas Parmée",1885.0,Bel-Ami,eng
5627,30043,Norman Maclean,1976.0,A River Runs Through It and Other Stories,eng
5628,10836813,"María Dueñas, Daniel Hahn",2009.0,The Time in Between,eng
5629,5198,Toni Morrison,1997.0,Paradise,eng
5630,22325,William Gibson,1996.0,Idoru (Bridge #2),eng
5631,15803757,Kristan Higgins,2013.0,"The Best Man (Blue Heron, #1)",eng
5632,47520,Diana Wynne Jones,1990.0,"Castle in the Air (Howl's Moving Castle, #2)",
5633,10706120,Jude Watson,2011.0,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",eng
5634,7054123,Deborah Blum,2010.0,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,eng
5635,27083865,Penelope Ward,2016.0,RoomHate,eng
5636,2954411,Elizabeth Scott,2008.0,Living Dead Girl,eng
5637,159964,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500.0,The Dhammapada,eng
5638,13412515,Kristen Ashley,2012.0,"Law Man (Dream Man, #3)",eng
5639,128754,Kathy Reichs,2000.0,"Deadly Decisions (Temperance Brennan, #3)",eng
5640,23317538,Brené Brown,2015.0,Rising Strong,eng
5641,13642963,Alan Bradley,2013.0,"Speaking from Among the Bones (Flavia de Luce, #5)",eng
5642,5551522,"James Patterson, Maxine Paetro",2009.0,Swimsuit,eng
5643,56634,Elisabeth Elliot,1956.0,Through Gates of Splendor,eng
5644,15832316,Tarryn Fisher,2012.0,"Dirty Red (Love Me with Lies, #2)",eng
5645,20958632,Holly Black,2015.0,The Darkest Part of the Forest,eng
5646,73095,Susan Elizabeth Phillips,1998.0,"Dream a Little Dream (Chicago Stars, #4)",eng
5647,2508854,"خالد الخميسي, Khaled Al Khamissi",2006.0,تاكسي: حواديت المشاوير,ara
5648,51113,Gail Tsukiyama,1994.0,The Samurai's Garden,eng
5649,25883848,Sally   Thorne,2016.0,The Hating Game,eng
5650,23746004,Julia Heaberlin,2015.0,Black-Eyed Susans,eng
5651,17673307,Penny Reid,2013.0,"Neanderthal Seeks Human (Knitting in the City, #1)",eng
5652,9918083,"Scott Westerfeld, Keith Thompson",2011.0,"Goliath (Leviathan, #3)",eng
5653,824763,"Akira Amano, JN Productions, Frances E. Wall",2004.0,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",
5654,12922320,Karin Slaughter,2012.0,"Criminal (Will Trent, #6)",eng
5655,19687,Tom Clancy,2000.0,"The Bear and the Dragon (Jack Ryan Universe, #11)",eng
5656,17707605,Sue Grafton,2013.0,"W is for Wasted (Kinsey Millhone, #23)",eng
5657,101249,Alton Brown,2002.0,I'm Just Here for the Food: Food + Heat = Cooking,eng
5658,42909,James Herriot,1976.0,All Things Wise and Wonderful,
5659,84135,Sherrilyn Kenyon,2005.0,Sins of the Night (Dark-Hunter #7),eng
5660,10345937,Beth Revis,2013.0,"Shades of Earth (Across the Universe, #3)",eng
5661,13661,Ursula K. Le Guin,1990.0,"Tehanu (Earthsea Cycle, #4)",eng
5662,13517455,Amy Tintera,2013.0,"Reboot (Reboot, #1)",eng
5663,25065629,Carrie Brownstein,2015.0,Hunger Makes Me a Modern Girl,eng
5664,13533740,Jon Meacham,2012.0,Thomas Jefferson: The Art of Power,eng
5665,16360,Agatha Christie,1936.0,"Murder in Mesopotamia (Hercule Poirot, #14)",eng
5666,12013,Iain M. Banks,1996.0,"Excession (Culture, #5)",eng
5667,5175,Pearl Cleage,1997.0,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",eng
5668,257990,Sue Grafton,1990.0,"G is for Gumshoe (Kinsey Millhone, #7)",eng
5669,17333431,David Baldacci,2013.0,"King and Maxwell (Sean King & Michelle Maxwell, #6)",eng
5670,21027,Irvin D. Yalom,1989.0,Love's Executioner and Other Tales of Psychotherapy,
5671,3342764,Trudi Canavan,2009.0,"The Magician's Apprentice (Black Magician, #0.5)",eng
5672,459064,Steven Erikson,2007.0,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng
5673,17324,Frank E. Peretti,1999.0,The Visitation,
5674,7202841,"Joe Hill, Gabriel Rodríguez",2010.0,"Locke & Key, Vol. 3: Crown of Shadows",eng
5675,180463,The Arbinger Institute,2000.0,Leadership and Self-Deception: Getting Out of the Box,
5676,112518,"Arthur C. Clarke, Gentry Lee",1991.0,"The Garden of Rama (Rama, #3)",eng
5677,1756703,Lisa Kleypas,2008.0,"Blue-Eyed Devil (Travises, #2)",eng
5678,133394,Graham Greene,1958.0,Our Man in Havana,eng
5679,10889279,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011.0,Batman: The Black Mirror,eng
5680,9682816,"James Patterson, Marshall Karp",2011.0,Kill Me If You Can,eng
5681,8952,Darren Shan,2003.0,"Killers of the Dawn (Cirque Du Freak, #9)",
5682,906560,Corrie ten Boom,1974.0,Tramp for the Lord,
5683,826583,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Take a Mouse to the Movies,
5684,1406197,"Laurell K. Hamilton, Laural Merlington",2007.0,"A Lick of Frost (Merry Gentry, #6)",eng
5685,40289,"Orson Scott Card, James Cameron",1989.0,The Abyss,eng
5686,8694522,Paula Brackston,1991.0,"The Witch's Daughter (The Witch's Daughter, #1)",eng
5687,25573977,"Katarina Bivald, Alice Menzies",2013.0,The Readers of Broken Wheel Recommend,eng
5688,13083008,Dennis Lehane,2012.0,"Live by Night (Coughlin, #2)",eng
5689,12908877,Amy Plum,2012.0,"Until I Die (Revenants, #2)",eng
5690,11256979,"Richard Dawkins, Dave McKean",2011.0,The Magic of Reality: How We Know What's Really True,eng
5691,35332,"Karen Kingsbury, Gary Smalley",2002.0,"Remember (Redemption, #2)",eng
5692,13521299,James Patterson,2013.0,"Alex Cross, Run (Alex Cross, #20)",
5693,3106441,Christian Lander,2008.0,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,eng
5694,18754961,Nora Roberts,2014.0,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",eng
5695,687215,Stephen R. Donaldson,1977.0,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",eng
5696,6539596,Marian Keyes,2009.0,The Brightest Star in the Sky,eng
5697,8428195,Heather Dixon,2011.0,Entwined,eng
5698,12867423,Rachel Dratch,2012.0,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",
5699,23875,Gabriel García Márquez,1961.0,El coronel no tiene quien le escriba,spa
5700,6194,J.M. Coetzee,1980.0,Waiting for the Barbarians,eng
5701,769212,Willy Lindwer,1988.0,The Last Seven Months of Anne Frank,
5702,21856367,Walter Isaacson,2014.0,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng
5703,316558,Deborah Rodriguez,2007.0,Kabul Beauty School: An American Woman Goes Behind the Veil,eng
5704,4630,Ernest Hemingway,1937.0,To Have and Have Not,eng
5705,5062,Ken Follett,2001.0,Jackdaws,eng
5706,18363068,محمد السالم,2013.0,حبيبتي بكماء,ara
5707,116257,Neal Stephenson,2004.0,"The System of the World (The Baroque Cycle, #3)",eng
5708,147243,Ben Mikaelsen,1997.0,"Touching Spirit Bear (Spirit Bear, #1)",eng
5709,15803141,Rachel Kushner,2013.0,The Flamethrowers,eng
5710,13125234,Jeaniene Frost,2013.0,"Twice Tempted (Night Prince, #2)",eng
5711,13547241,Deborah Feldman,2012.0,Unorthodox: The Scandalous Rejection of My Hasidic Roots,eng
5712,18172471,Kiera Cass,2014.0,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",eng
5713,6474550,Gary Vaynerchuk,2009.0,Crush It!: Why Now Is the Time to Cash In on Your Passion,eng
5714,89190,Alastair Reynolds,2003.0,Redemption Ark,eng
5715,1178039,Steve Berry,2007.0,"The Venetian Betrayal (Cotton Malone, #3)",eng
5716,142080,T.S. Eliot,1963.0,"Collected Poems, 1909-1962",eng
5717,219919,Lloyd C. Douglas,1942.0,The Robe,eng
5718,1603923,"Walt Disney Company, Ellen Titlebaum",2002.0,Beauty and the Beast,
5719,16158508,Anton DiSclafani,2013.0,The Yonahlossee Riding Camp for Girls,eng
